,budget,top_genre,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,all_genres
29,200000000,Action,37724,"spy, secret agent, sociopath, killer, art gallery, british secret service, istanbul turkey, imax, uzi, booby trap",en,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,Columbia Pictures,"United Kingdom, United States of America",10/25/2012,1108561013,143.0,English,Released,Think on your sins.,Skyfall,6.9,7604,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris, Bérénice Marlohe, Albert Finney, Ben Whishaw, Rory Kinnear, Ola Rapace","Thomas Newman, Sam Mendes, Anna Pinnock, Roger Deakins, John Logan, Dennis Gassner, Stuart Baird, Ian Fleming, Jany Temime, Debbie McWilliams","Action, Adventure, Thriller"
30,200000000,Action,558,"dual identity, love of one's life, pizza boy, marvel comic, sequel, superhero, doctor, scientist, tentacle, death",en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises",United States of America,6/25/2004,783766341,127.0,"English, Pусский, 普通话",Released,There's a hero in all of us.,Spider-Man 2,6.7,4321,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris, Donna Murphy, J.K. Simmons, Daniel Gillies, Dylan Baker, Willem Dafoe","Danny Elfman, Dianne Crittenden, Bill Abbott, Jay Hart, Joseph M. Caracciolo Jr., Sam Raimi, Stan Lee, Stan Lee, Steve Ditko, Bob Murawski","Action, Adventure, Fantasy"
31,200000000,Action,68721,"terrorist, war on terror, tennessee, malibu, marvel comic, superhero, based on comic book, tony stark, iron man, aftercreditsstinger",en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",77.68208,Marvel Studios,"China, United States of America",4/18/2013,1215439994,130.0,English,Released,Unleash the power behind the armor.,Iron Man 3,6.8,8806,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Jon Favreau, Ben Kingsley, James Badge Dale, Stephanie Szostak, Paul Bettany","Shane Black, Shane Black, John Toll, Louise Frogley, Sarah Finn, Brian Tyler, Stan Lee, Stan Lee, Kevin Feige, Charles Newirth","Action, Adventure, Science Fiction"
32,200000000,Family,12155,"based on novel, fictional place, queen, fantasy, alice in wonderland, fantasy world, 3d",en,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason â€“ to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",78.530105,"Walt Disney Pictures, Team Todd, Tim Burton Productions, Roth Films, Zanuck Company, The",United States of America,3/3/2010,1025491110,108.0,English,Released,You're invited to a very important date.,Alice in Wonderland,6.4,4645,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover, Marton Csokas, Lindsay Duncan, Matt Lucas, Geraldine James, Tim Pigott-Smith","Dariusz Wolski, Tim Burton, Danny Elfman, Chris Lebenzon, Chris Lebenzon, Colleen Atwood, Jennifer Todd, Suzanne Todd, Richard D. Zanuck, Katterli Frauenfelder","Family, Fantasy, Adventure"
33,210000000,Adventure,36668,"mutant, marvel comic, based on comic book, superhuman, beast, cyclops, aftercreditsstinger",en,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Major Studio Partners, Bad Hat Harry Productions, thinkfilm, Marvel Enterprises, X3 Canada Productions, X3US Productions","Canada, United Kingdom, United States of America",5/24/2006,459359555,104.0,English,Released,Take a Stand,X-Men: The Last Stand,6.3,3525,"Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart, Famke Janssen, Anna Paquin, Kelsey Grammer, Shawn Ashmore, Aaron Stanford, Ellen Page","Mark Goldblatt, Mark Helfrich, Ralph Winter, Richard Pagano, Ed Verreaux, Heike Brandstatter, Coreen Mayrs, Dan Moore, Lauren Shuler Donner, Stan Lee","Adventure, Action, Science Fiction, Thriller"
34,200000000,Animation,62211,"monster, dormitory, games, animation, best friend, university, scary, aftercreditsstinger",en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University â€” when they weren't necessarily the best of friends.,89.186492,"Walt Disney Pictures, Pixar Animation Studios",United States of America,6/20/2013,743559607,104.0,English,Released,School never looked this scary.,Monsters University,7.0,3528,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Noah Johnston, Peter Sohn, Joel Murray, Sean Hayes, Dave Foley, Charlie Day","Andrew Stanton, Lee Unkrich, John Lasseter, Kori Rae, Daniel Gerson, Randy Newman, Ricky Nierva, Robert L. Baird, Kevin Reher, Dan Scanlon","Animation, Family"
35,150000000,Science Fiction,8373,"egypt, sun, chaos, symbol, artifact, transformers, tank, robot, imax, duringcreditsstinger",en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.939663,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, Hasbro Studios, Revolution Sun Studios",United States of America,6/19/2009,836297228,150.0,"English, Español",Released,Revenge is coming.,Transformers: Revenge of the Fallen,6.0,3138,"Shia LaBeouf, Megan Fox, Josh Duhamel, Rainn Wilson, Tyrese Gibson, John Turturro, Kevin Dunn, Julie White, Ramón Rodríguez, Isabel Lucas","Denise Chamian, Steven Spielberg, Paul Rubell, Michael Bay, Michael Bay, Don Murphy, K.C. Hodenfield, Ian Bryce, Lorenzo di Bonaventura, Ehren Kruger","Science Fiction, Action, Adventure"
36,210000000,Science Fiction,91314,"sequel, alien, transformers, giant robot, robot, imax, transforming robot",en,Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",116.840296,"Paramount Pictures, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, China Movie Channel, Hasbro Studios, Ian Bryce Productions, Revolution Sun Studios",United States of America,6/25/2014,1091405097,165.0,English,Released,This is not war. It's extinction.,Transformers: Age of Extinction,5.8,3095,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz, Jack Reynor, Titus Welliver, Sophia Myles, Li Bingbing, T.J. Miller, James Bachman","Denise Chamian, Steven Spielberg, William Goldenberg, Paul Rubell, Michael Bay, Michael Bay, Don Murphy, K.C. Hodenfield, Ian Bryce, Lorenzo di Bonaventura","Science Fiction, Action, Adventure"
37,200000000,Fantasy,68728,"circus, witch, magic, hope, illusion, lost, magic trick, wizard, 3d",en,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",46.985445,"Walt Disney Pictures, Roth Films",United States of America,3/7/2013,491868548,130.0,English,Released,"In Oz, nothing is what it seems",Oz: The Great and Powerful,5.7,3530,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams, Zach Braff, Bill Cobbs, Joey King, Tony Cox, Stephen R. Hart, Abigail Spencer","Danny Elfman, Nancy Haigh, John Papsidera, Philip Steuer, Sam Raimi, Bob Murawski, Grant Curtis, L. Frank Baum, Peter Deming, Joe Roth","Fantasy, Adventure, Family"
38,200000000,Action,102382,"obsession, marvel comic, sequel, based on comic book, electrocution, medical experiment, electricity, super powers",en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwenâ€™s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",89.270217,"Columbia Pictures, Marvel Enterprises, Avi Arad Productions, Matt Tolmach Productions",United States of America,4/16/2014,705717432,142.0,English,Released,No more secrets.,The Amazing Spider-Man 2,6.5,4179,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Campbell Scott, Embeth Davidtz, Colm Feore, Paul Giamatti, Sally Field, Max Charles","Hans Zimmer, Pietro Scalia, Mark Friedberg, Stan Lee, Steve Ditko, Avi Arad, Richard L. Johnson, Deborah Lynn Scott, Andy Armstrong, James Armstrong","Action, Adventure, Fantasy"
39,170000000,Adventure,20526,"artificial intelligence, secret identity, computer program, dystopia, computer, deception, duel, motorcycle, neon light, autocracy",en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,"Walt Disney Pictures, LivePlanet, Prana Studios, Sean Bailey Productions, Revolution Sun Studios, Kontsept Film Company",United States of America,12/10/2010,400062763,125.0,English,Released,The Game Has Changed.,TRON: Legacy,6.3,2841,"Garrett Hedlund, Jeff Bridges, Olivia Wilde, Bruce Boxleitner, Yaya DaCosta, Serinda Swan, Beau Garrett, Elizabeth Mathis, James Frain, Amy Esterle","Steven Lisberger, Steven Lisberger, Donald Kushner, Sarah Finn, Heike Brandstatter, Coreen Mayrs, Michael Wilkinson, Kevin Ishioka, Lin MacDonald, Mark W. Mansbridge","Adventure, Action, Science Fiction"
40,200000000,Animation,49013,"car race, sequel, comedy, anthropomorphism, best friend, duringcreditsstinger",en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,"Walt Disney Pictures, Pixar Animation Studios",United States of America,6/11/2011,559852396,106.0,"English, 日本語, Italiano, Français",Released,Ka-ciao!,Cars 2,5.8,2033,"Owen Wilson, Larry the Cable Guy, Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard, Thomas Kretschmann, Joe Mantegna, Peter Jacobson, Bruce Campbell","John Lasseter, John Lasseter, Harley Jessup, Nathan Stanton, Nathaniel McLaughlin, Jerome Ranft, Jeremy Lasky, Shawn Krause, Victor Navone, Dave Mullins","Animation, Family, Adventure, Comedy"
41,200000000,Adventure,44912,"dc comics, transformation, superhero, alien, alien infection, magical object, protector, super powers, origin, 3d",en,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,"De Line Pictures, Warner Bros., DC Entertainment",United States of America,6/16/2011,219851172,114.0,English,Released,"In our darkest hour, there will be light.",Green Lantern,5.1,2487,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Tim Robbins, Mark Strong, Temuera Morrison, Jenna Craig, Jon Tenney, Mike Doyle, NicK Jandl","Dion Beebe, James Newton Howard, Grant Major, Ngila Dickson, Anne Kuljian, Michael Goldenberg, Robert Fechtman, Martin Campbell, Pam Dixon, François Audouy","Adventure, Action, Thriller, Science Fiction"
42,200000000,Animation,10193,"hostage, college, toy, barbie, animation, escape, day care, teddy bear, duringcreditsstinger, toy comes to life",en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.99541800000001,"Walt Disney Pictures, Pixar Animation Studios",United States of America,6/16/2010,1066969703,103.0,"English, Español",Released,No toy gets left behind.,Toy Story 3,7.6,4597,"Tom Hanks, Tim Allen, Ned Beatty, Joan Cusack, Michael Keaton, Whoopi Goldberg, Bonnie Hunt, Wallace Shawn, John Ratzenberger, Don Rickles","Andrew Stanton, Lee Unkrich, Lee Unkrich, John Lasseter, John Lasseter, Hayao Miyazaki, Isao Takahata, Toshio Suzuki, Darla K. Anderson, Randy Newman","Animation, Family, Comedy"
